Date,BCOMTR Index,LF98TRUU Index,LUACTRUU Index,LUATTRUU Index,SPXT Index
11/30/2000,179.184,507.32,1069.71,1067.54,1828.42
12/1/2000,177.165,505.85,1066.6,1064.39,1828.81
12/4/2000,180.246,505.35,1066.94,1064.51,1842.36
12/5/2000,177.585,505.64,1071.62,1069.79,1914.09
12/6/2000,183.429,507.28,1077.58,1075.06,1879.58
12/7/2000,181.977,507.63,1078.36,1075.84,1868.64
12/8/2000,181.831,508.05,1077.35,1073.72,1905.29
12/11/2000,186.755,509.7,1077.6,1073.64,1919.65
12/12/2000,182.213,512.4,1078.83,1074.48,1907.1
12/13/2000,179.295,515.12,1083.96,1078.63,1891.93
12/14/2000,177.141,515.66,1087.56,1081.72,1865.45
12/15/2000,180.383,514.95,1087.26,1083.42,1825.42
12/18/2000,181.939,515.2,1088.4,1084.26,1840.18
12/19/2000,182.313,516.17,1086.89,1083.04,1816.36
12/20/2000,179.852,516.75,1091.37,1087.38,1759.62
12/21/2000,180.436,516.82,1091.65,1090.45,1773.71
12/22/2000,179.76,517.04,1093.29,1092.12,1817
12/26/2000,181.229,517.68,1093,1091.58,1829.83
12/27/2000,182.164,517.56,1090.07,1088.24,1849.34
12/28/2000,181.589,517.04,1088.88,1087.65,1856.76
12/29/2000,184.917,517.12,1089.65,1087.91,1837.37
1/2/2001,179.932,518.34,1100.86,1099.3,1785.86
1/3/2001,180.049,518.07,1094.35,1089.3,1875.56
1/4/2001,182.921,520.66,1100.92,1095.18,1855.82
1/5/2001,183.865,523.05,1109.07,1100.13,1807.13
1/8/2001,185.292,524.19,1112.19,1101.9,1804.04
1/9/2001,186.003,527,1108.58,1098.86,1810.98
1/10/2001,186.78,526.85,1103.38,1093.97,1828.5
1/11/2001,185.484,532.7,1104.97,1090.89,1847.37
1/12/2001,185.985,534.31,1098.81,1085.17,1835.54
1/16/2001,184.517,535.9,1100.84,1087.18,1847.13
1/17/2001,182.361,537.35,1106.14,1092.06,1851.16
1/18/2001,184.524,540.37,1112.35,1097.15,1876.94
1/19/2001,186.495,540.79,1109.54,1092.17,1869.38
1/22/2001,186.986,540.88,1108.14,1089.86,1869.89
1/23/2001,185.212,542.77,1105.59,1086.45,1894.25
1/24/2001,184.094,545.15,1107.14,1085.59,1899.71
1/25/2001,184.452,546.87,1110.07,1088.11,1890.27
1/26/2001,184.815,547.86,1110.7,1088.05,1886.8
1/29/2001,181.808,549.18,1109.73,1087.14,1899.75
1/30/2001,182.154,549.73,1114.42,1092.46,1913.13
1/31/2001,180.573,555.86,1120.84,1096.76,1902.55
2/1/2001,183.987,557.07,1126.22,1102.28,1913.11
2/2/2001,186.98,557.62,1121.32,1097.72,1879.69
2/5/2001,183.666,558.36,1119.59,1098.97,1886.48
2/6/2001,183.614,557.66,1114.53,1096.74,1883.72
2/7/2001,185.159,559.07,1114.46,1097.36,1868.29
2/8/2001,184.773,559.41,1114.9,1097.16,1856.66
2/9/2001,183.604,560.13,1118.76,1101.14,1831.96
2/12/2001,182.364,560.79,1117.03,1099.11,1853.65
2/13/2001,182.853,561.57,1115.74,1097.79,1837.77
2/14/2001,181.692,561.79,1113.13,1095.76,1834.1
2/15/2001,180.222,562.99,1112.17,1091.69,1849.15
2/16/2001,180.939,562.8,1116.96,1096.15,1814.22
2/20/2001,180.202,562.48,1116.89,1097.14,1782.75
2/21/2001,179.479,561.87,1114.13,1095.14,1749.86
2/22/2001,179.215,561.18,1114.54,1095.5,1746.5
2/23/2001,179.668,561.22,1116.75,1099.36,1736.82
2/26/2001,179.23,561.3,1119.9,1102.53,1767.29
2/27/2001,179.799,561.45,1126.01,1108.06,1753.88
2/28/2001,179.812,563.26,1130.31,1110.02,1729.08
3/1/2001,180.272,563.45,1133.9,1113.29,1730.92
3/2/2001,180.91,562.64,1128.75,1107.25,1721.09
3/5/2001,182.603,562.78,1128.65,1107.51,1731.42
3/6/2001,182.443,563.25,1129.49,1106.96,1748.74
3/7/2001,183.009,564.32,1133.85,1111.39,1760.36
3/8/2001,181.607,564.65,1136.4,1112.89,1764.39
3/9/2001,180.908,564.22,1133.53,1111.02,1720.71
3/12/2001,180.94,564.47,1133.44,1112.37,1646.42
3/13/2001,179.68,561.79,1131.89,1111.4,1671.19
3/14/2001,176.515,559.6,1136.9,1116.57,1628.02
3/15/2001,175.282,559.59,1137.82,1118.68,1637.61
3/16/2001,174.565,558.04,1140.74,1120.79,1605.48
3/19/2001,173.965,557.76,1138.55,1118.11,1633.81
3/20/2001,174.231,555.82,1141.75,1120.64,1594.5
3/21/2001,174.669,554.14,1142.41,1121.58,1565.98
3/22/2001,173.829,551.59,1144.4,1125.18,1559.65
3/23/2001,175.764,552.4,1140.72,1120.63,1590.7
3/26/2001,176.731,552.98,1139.24,1117.97,1608.65
3/27/2001,178.269,552.69,1133.22,1110.18,1649.79
3/28/2001,174.603,552.85,1133.39,1110.47,1609.67
3/29/2001,174.23,551.78,1134.66,1111.04,1602.26
3/30/2001,172.151,550,1137.24,1113.58,1619.54
4/2/2001,171.482,549.71,1136.55,1112.26,1599.36
4/3/2001,172.966,547.77,1136.33,1114.03,1544.35
4/4/2001,175.698,544.66,1137.25,1114.78,1540.17
4/5/2001,176.556,543.38,1134.86,1112.5,1607.46
4/6/2001,175.436,542.86,1140.07,1118.79,1575.71
4/9/2001,176.377,542.18,1137.33,1116.77,1588.5
4/10/2001,178.352,541.87,1128.99,1107.79,1631.69
4/11/2001,178.273,542.24,1128.88,1106.75,1628.23
4/12/2001,178.662,541.55,1127.5,1104.88,1652.83
4/16/2001,180.461,541.76,1121.44,1098.48,1647.5
4/17/2001,179.061,541.87,1125.87,1103.28,1664.44
4/18/2001,179.096,541.24,1132.28,1107.05,1729.26
4/19/2001,178.141,540.52,1126.54,1099.96,1750.98
4/20/2001,177.281,540.96,1127.1,1100.08,1736.02
4/23/2001,176.804,541.68,1131.43,1105.34,1710.01
4/24/2001,175.648,542.39,1131.39,1104.46,1689.23
4/25/2001,176.025,542.61,1130.67,1101.73,1716.17
4/26/2001,178.057,543.45,1137.05,1106.31,1724.38
4/27/2001,177.511,543.88,1129.85,1098.95,1750.32
4/30/2001,178.208,543.15,1133.53,1099.74,1745.39
5/1/2001,179.322,543.89,1136.91,1102.61,1769.12
5/2/2001,177.829,547.24,1138.33,1104.13,1770.66
5/3/2001,178.934,548.09,1144.28,1109.11,1744.54
5/4/2001,178.789,548.38,1145.31,1110.23,1769.78
5/7/2001,177.496,548.92,1144.44,1109.92,1765.49
5/8/2001,177.062,549.07,1142.72,1108.76,1762.41
5/9/2001,177.662,549.12,1145.18,1111.6,1754.72
5/10/2001,177.719,549.1,1139.19,1105.53,1754.46
5/11/2001,177.305,548.47,1128.49,1094.69,1741.33
5/14/2001,177.465,548.93,1133.16,1098.14,1746.01
5/15/2001,178.295,548.69,1132.07,1095.79,1746.75
5/16/2001,178.293,548.14,1135.09,1097.82,1796.72
5/17/2001,179.07,548.26,1137.9,1099.4,1801.63
5/18/2001,182.031,548.4,1139.73,1100.44,1806.83
5/21/2001,181.225,548.92,1139.94,1101.16,1836.02
5/22/2001,180.233,549.07,1139.67,1100.89,1831.2
5/23/2001,179.803,549.58,1140.26,1100.88,1802.84
5/24/2001,178.101,549.74,1135,1096.14,1808.64
5/25/2001,176.584,549.95,1135.62,1096.48,1787.28
5/29/2001,175.479,550.63,1136.44,1096.68,1773.46
5/30/2001,174.629,552.45,1137.14,1097.11,1746.11
5/31/2001,174.471,552.93,1143.59,1103.17,1757.09
6/1/2001,174.64,552.94,1147.23,1105.97,1763.87
6/4/2001,174.049,553.82,1150.15,1107.89,1772.92
6/5/2001,174.302,552.73,1154.99,1111.16,1795.96
6/6/2001,173.579,552.9,1156,1111.22,1777.25
6/7/2001,173.322,553.03,1153.14,1108.68,1786.99
6/8/2001,174.778,552.93,1150.06,1106.84,1770.21
6/11/2001,175.629,553.49,1153.31,1110.48,1755.43
6/12/2001,176.498,552.95,1155.85,1113.42,1757.48
6/13/2001,175.771,552.68,1154.96,1113.54,1737.94
6/14/2001,175.941,551.71,1158.05,1115.94,1707.56
6/15/2001,173.635,549.77,1156.22,1114.83,1699.85
6/18/2001,172.8,548.38,1154.89,1115.25,1691.59
6/19/2001,172.975,541.92,1153.96,1116.04,1697.41
6/20/2001,169.301,538.64,1154.5,1117.78,1712.26
6/21/2001,169.373,538.82,1156.41,1119.22,1731.76
6/22/2001,168.943,539.58,1162.11,1123.97,1715.39
6/25/2001,168.837,539.8,1162.4,1123.4,1705.94
6/26/2001,169.28,539.57,1157.17,1118.79,1703.37
6/27/2001,166.901,539.5,1156.26,1118.05,1695.61
6/28/2001,166.049,538.69,1151.34,1112.88,1716.81
6/29/2001,167.513,537.42,1149.31,1109.09,1714.32
7/2/2001,167.509,538.18,1154.23,1113.19,1731.53
7/3/2001,167.685,538.78,1151.88,1110.6,1728.65
7/5/2001,168.446,538.95,1150.24,1108.87,1707.68
7/6/2001,170.427,539.5,1153.33,1111.71,1667.9
7/9/2001,170.08,539.68,1154.93,1114.26,1679.4
7/10/2001,170.324,539.87,1158.14,1117.43,1655.31
7/11/2001,171.017,539.05,1156.99,1116.76,1653.54
7/12/2001,172.751,538.81,1160,1119.82,1692.73
7/13/2001,171.163,538.62,1159.75,1120.03,1703.31
7/16/2001,169.445,539.04,1163.48,1123.57,1684.77
7/17/2001,171.031,537.65,1163.83,1123.96,1701.57
7/18/2001,168.833,537.77,1170.9,1130.2,1692.27
7/19/2001,167.881,537.6,1171.32,1129.21,1702.52
7/20/2001,167.948,537.21,1171.81,1128.78,1696.67
7/23/2001,168.204,537.84,1173.35,1130.33,1668.9
7/24/2001,168.576,538.01,1174.87,1131.65,1641.76
7/25/2001,170.206,537.79,1171.02,1127.8,1668.16
7/26/2001,170.028,539.3,1172.77,1128.5,1685.62
7/27/2001,170.649,539.86,1176.69,1132.11,1689.79
7/30/2001,169.548,542.22,1179.27,1134.2,1688.03
7/31/2001,169.694,545.33,1180.46,1136.76,1697.45
8/1/2001,169.247,545.71,1179.63,1135.13,1704.24
8/2/2001,169.977,546.46,1175.65,1131.34,1711.17
8/3/2001,169.014,546.71,1174.53,1130.52,1702.43
8/6/2001,169.409,548.2,1175.4,1131.05,1683.03
8/7/2001,170.081,548.46,1175.6,1130.84,1688.6
8/8/2001,169.659,548.79,1182.13,1137.36,1659.58
8/9/2001,170.519,548.8,1180.11,1135.94,1659.76
8/10/2001,171.411,549.55,1182.24,1138.1,1669.21
8/13/2001,171.94,549.36,1183.05,1139.86,1670.96
8/14/2001,172.036,550.34,1182.44,1139.34,1664.61
8/15/2001,171.949,550.41,1181.33,1138.07,1652.71
8/16/2001,170.986,550.43,1183.17,1140.93,1657.88
8/17/2001,170.458,550.5,1187.75,1145.91,1630.35
8/20/2001,168.967,550.76,1184.14,1143.15,1643.59
8/21/2001,169.673,550.86,1185.48,1144.35,1623.74
8/22/2001,169.121,550.97,1185.56,1144.16,1635.16
8/23/2001,169.658,550.09,1187.98,1146.41,1630.67
8/24/2001,169.645,550.14,1186.9,1144.14,1662.74
8/27/2001,169.556,550.54,1186.71,1143.43,1654.72
8/28/2001,169.528,550.94,1192.46,1148.41,1629.91
8/29/2001,170.06,550.76,1196.35,1152.18,1612.05
8/30/2001,168.117,553,1196.24,1152.26,1584.77
8/31/2001,169.62,551.76,1195.79,1151.82,1591.18
9/4/2001,168.234,551.79,1184.03,1142.05,1590.29
9/5/2001,168.245,551.74,1185.81,1143.08,1588.93
9/6/2001,167.982,551.97,1191.13,1149.68,1553.41
9/7/2001,168.728,552.19,1194,1153.88,1524.47
9/10/2001,168.013,552.45,1191.19,1152.13,1533.98
9/11/2001,,,,,1533.98
9/12/2001,,,,,1533.98
9/13/2001,,,,,1533.98
9/14/2001,,,1193.97,1169.14,1533.98
9/17/2001,171.092,,1190.25,1164.83,1459
9/18/2001,168.075,,1185.77,1158.19,1450.54
9/19/2001,165.374,,1189.3,1160.57,1427.25
9/20/2001,164.746,,1184.48,1156.37,1382.93
9/21/2001,163.661,523.22,1185.19,1158.85,1356.61
9/24/2001,156.849,523.59,1185.86,1158.78,1409.5
9/25/2001,156.115,523.78,1187.51,1160.34,1421.91
9/26/2001,157.911,524.13,1191.93,1165.5,1415.01
9/27/2001,158.1,523.37,1196.16,1170.07,1431.29
9/28/2001,158.178,514.68,1191.78,1170.1,1462.69
10/1/2001,157.831,514.86,1194.75,1172.82,1459.33
10/2/2001,156.721,515.35,1199.2,1175.69,1477.29
10/3/2001,155.846,516.06,1202.42,1176.86,1507.03
10/4/2001,157.272,516.15,1202.06,1177.24,1503.31
10/5/2001,156.401,515.72,1202.54,1177.58,1506.11
10/8/2001,156.387,,,,1493.54
10/9/2001,155.562,516.67,1198.19,1173.64,1485.63
10/10/2001,155.268,516.28,1198.94,1174.62,1519.77
10/11/2001,156.188,516.26,1195.26,1169.71,1542.98
10/12/2001,153.772,520.86,1196.89,1169.92,1534.86
10/15/2001,151.82,521.71,1201.24,1174.22,1532.52
10/16/2001,152.297,520.74,1204.95,1176.35,1543.15
10/17/2001,152.474,519.81,1206.19,1177.34,1514.5
10/18/2001,150.689,519.99,1207.25,1178.16,1502.61
10/19/2001,151.394,519.91,1204.91,1175.25,1509.46
10/22/2001,150.58,520.35,1205.27,1176.02,1532.55
10/23/2001,150.321,520.46,1204.04,1174.94,1525.35
10/24/2001,151.105,520.83,1207.64,1179.74,1525.96
10/25/2001,150.904,520.98,1208.73,1183.3,1546.9
10/26/2001,151.208,522.96,1208.41,1183.96,1553.26
10/29/2001,151.723,524.33,1210.83,1187.24,1516.39
10/30/2001,151.7,525.84,1213.05,1190.71,1490.44
10/31/2001,150.67,527.41,1221.11,1202.51,1490.58
11/1/2001,149.628,527.64,1222.96,1204.9,1524.96
11/2/2001,148.574,527.52,1215.19,1196.29,1529.35
11/5/2001,148.095,528.02,1219.96,1201.62,1551.39
11/6/2001,147.478,528.22,1224.3,1203.54,1573.93
11/7/2001,148.193,528.54,1231.37,1210.05,1570.16
11/8/2001,150.012,528.52,1226.89,1203.89,1574.09
11/9/2001,152.861,531.62,1225.09,1202.61,1576.61
11/12/2001,151.682,,,,1573.82
11/13/2001,153.688,532.05,1224.08,1198.88,1603.28
11/14/2001,151.079,533.5,1218.07,1190.19,1606.64
11/15/2001,147.25,536.06,1205.21,1175.33,1608.09
11/16/2001,149.244,537.24,1198.1,1166.43,1603.17
11/19/2001,149.413,539.41,1208.68,1175.68,1620.66
11/20/2001,150.038,539.78,1203.26,1168.59,1608.9
11/21/2001,149.931,541.39,1197.92,1162.3,1601.02
11/23/2001,,541.56,1196.32,1159.29,1619.78
11/26/2001,149.08,542.59,1198.16,1159.01,1629.76
11/27/2001,150.615,543.16,1203.04,1162.27,1618.62
11/28/2001,149.396,543.85,1201.92,1162.62,1589.38
11/29/2001,149.133,547.19,1211.26,1172.84,1605.99
11/30/2001,151.834,546.65,1210.79,1172.74,1604.92
12/3/2001,152.076,547.06,1210.39,1175.51,1591.48
12/4/2001,150.318,547.33,1214.09,1179.91,1612.46
12/5/2001,149.64,547.05,1201.59,1164.54,1649
12/6/2001,147.847,546.54,1197.67,1157.69,1644.48
12/7/2001,148.173,546.43,1189.46,1148.25,1632.1
12/10/2001,146.595,546.95,1190.74,1151.45,1606.23
12/11/2001,146.789,547.55,1194.42,1155.14,1601.76
12/12/2001,146.243,547.75,1199.65,1161.1,1602.45
12/13/2001,146.011,546,1192.49,1154.5,1577.58
12/14/2001,148.614,545.8,1186.39,1150.59,1582.81
12/17/2001,148.469,543.65,1182.02,1147.31,1598.74
12/18/2001,148.823,543.14,1189.04,1154.39,1610.83
12/19/2001,148.721,543.36,1194.46,1159.67,1620.27
12/20/2001,148.017,543.46,1194.56,1158.93,1606.92
12/21/2001,149.155,543.57,1196.05,1157.3,1613.94
12/24/2001,,543.55,1193.86,1154.93,1613.6
12/26/2001,151.83,543.98,1192.51,1152.46,1620.26
12/27/2001,150.838,544.3,1198.01,1157.16,1631.69
12/28/2001,150.093,544.86,1197.21,1155.25,1637.23
12/31/2001,148.843,544.42,1202.03,1161.32,1618.98
1/2/2002,150.279,544.72,1197.28,1153.38,1628.51
1/3/2002,149.855,544.92,1201.48,1155.69,1643.48
1/4/2002,152.906,546.24,1200.26,1154.41,1653.69
1/7/2002,154.458,548.24,1207.64,1161.83,1642.95
1/8/2002,153.983,549.02,1207.16,1161.6,1637.48
1/9/2002,153.089,549.73,1209.15,1162.34,1629.7
1/10/2002,152.814,550.11,1215.42,1169.7,1631.72
1/11/2002,152.315,551.08,1219.35,1175.3,1616.35
1/14/2002,150.785,551.58,1219.45,1175.06,1606.2
1/15/2002,151.002,550.54,1221.9,1177.82,1617.18
1/16/2002,152.449,549.67,1220.83,1176.84,1591.04
1/17/2002,149.547,549.99,1214.57,1171.47,1607.02
1/18/2002,148.472,550.11,1218.04,1174.81,1591.08
1/22/2002,147.516,550.4,1218.56,1174.24,1579.41
1/23/2002,148.228,550.28,1212.84,1167.35,1591.94
1/24/2002,148.812,551.28,1212.27,1166.12,1597.55
1/25/2002,149.01,551.44,1211.47,1164.84,1599.14
1/28/2002,147.457,551.77,1212.05,1165.63,1598.86
1/29/2002,147.086,551.72,1217.28,1172.41,1553.23
1/30/2002,146.256,549.39,1216.88,1172.28,1571.69
1/31/2002,147.842,548.21,1212.23,1169.14,1595.35
2/1/2002,150.005,548.4,1213.98,1172.16,1584.06
2/4/2002,149.512,548.69,1216.42,1177.64,1544.89
2/5/2002,149.841,547.2,1211.4,1177.49,1538.7
2/6/2002,148.843,547.23,1209.23,1175.88,1529.68
2/7/2002,149.21,545.75,1208.29,1174.02,1525.26
2/8/2002,150.757,545.86,1213.61,1177.47,1547.94
2/11/2002,152.317,545.68,1211.85,1176.46,1570.21
2/12/2002,151.927,545.68,1210.25,1172,1563.95
2/13/2002,152.693,545.76,1209.77,1170.74,1580.03
2/14/2002,151.811,545.29,1211.8,1173.91,1577.29
2/15/2002,151.608,545.91,1217.44,1178.93,1559.98
2/19/2002,150.758,543.62,1215.93,1178.34,1530.58
2/20/2002,150.304,542.08,1215.1,1178.46,1551.37
2/21/2002,151.337,542.31,1216.24,1179.73,1527.34
2/22/2002,151.041,541.05,1219.29,1182.11,1539.91
2/25/2002,148.914,540.45,1219.47,1181.19,1567.59
2/26/2002,150.566,540.06,1217.21,1176.82,1567.65
2/27/2002,151.358,540.41,1223.06,1182.48,1569.01
2/28/2002,151.673,540.56,1220.23,1179.67,1564.59
3/1/2002,154.133,540.37,1213.86,1173.04,1600.02
3/4/2002,155.066,541.22,1214.32,1172.26,1631.25
3/5/2002,156.302,542,1216.17,1172.76,1620.37
3/6/2002,157.174,542.06,1214.25,1170.45,1644.2
3/7/2002,159.843,543.51,1207.27,1159.8,1636.86
3/8/2002,160.704,543.47,1203.99,1154.5,1646.44
3/11/2002,163.291,546.34,1203.86,1154.25,1652.04
3/12/2002,163.221,547.18,1203.51,1154.95,1648.28
3/13/2002,162.234,548.61,1205.63,1157.42,1632.46
3/14/2002,163.359,549.18,1197.07,1149.27,1631
3/15/2002,164.317,550.35,1198.31,1152.44,1649.56
3/18/2002,166.003,550.54,1201.18,1155.37,1648.73
3/19/2002,165.831,552.14,1200.46,1154.14,1655.44
3/20/2002,164.34,551.91,1196.28,1149.5,1629.43
3/21/2002,166.775,552.03,1197.4,1151.11,1631.93
3/22/2002,165.264,551.92,1196.86,1149.75,1625.02
3/25/2002,164.962,552.43,1196.75,1150.07,1601.21
3/26/2002,165.494,552.54,1200.32,1154.58,1610.81
3/27/2002,166.773,552.38,1200.53,1155.36,1619.45
3/28/2002,167.182,553.57,1197.56,1151.29,1623.43
3/29/2002,,553.57,1197.56,1151.29,
4/1/2002,170.055,553.52,1197.12,1151.37,1622.23
4/2/2002,172.31,553.73,1201.98,1157.07,1608.39
4/3/2002,169.607,554.07,1206.27,1161.33,1592.6
4/4/2002,166.046,553.9,1206.01,1161.98,1593.96
4/5/2002,164.812,554.6,1209.34,1166.02,1588.88
4/8/2002,164.923,554.87,1208.06,1164.71,1592.88
4/9/2002,163.555,555.07,1209.76,1166.53,1582.36
4/10/2002,163.472,555.31,1208.85,1165.67,1600.36
4/11/2002,160.594,555.54,1209.45,1167.55,1562.52
4/12/2002,158.099,555.27,1210.93,1170.23,1572.89
4/15/2002,161.555,557.16,1216.05,1172.69,1560.92
4/16/2002,161.942,558.31,1214.97,1170.29,1597.48
4/17/2002,165.476,558.63,1213.88,1167,1594.32
4/18/2002,165.339,559.04,1216.41,1168.29,1592.08
4/19/2002,165.617,559.12,1217.57,1169.45,1593.07
4/22/2002,166.178,559.65,1216.25,1171.12,1568.52
4/23/2002,166.283,559.93,1214.52,1171.67,1558.79
4/24/2002,164.799,560.27,1217.94,1176.7,1547.74
4/25/2002,163.981,560.41,1217.95,1177.49,1545.4
4/26/2002,164.813,560.82,1219.66,1179.6,1524.08
4/29/2002,165.812,561.77,1214.62,1178.33,1508.75
4/30/2002,167.183,562.2,1212.66,1179.93,1525
5/1/2002,165.414,562.29,1211.16,1182.11,1538.65
5/2/2002,164.144,562.29,1211.02,1179.18,1536.16
5/3/2002,164.899,562.13,1214.52,1182.74,1520.44
5/6/2002,163.315,562.41,1214.19,1182.65,1491.05
5/7/2002,164.894,561.72,1213.78,1183.31,1486.57
5/8/2002,166.665,561.83,1208.23,1174.43,1542.53
5/9/2002,166.58,562.04,1210.87,1177.02,1520.39
5/10/2002,167.647,561.22,1214.72,1180.74,1494.87
5/13/2002,169.182,561.32,1208.36,1175.6,1522.8
5/14/2002,170.905,561.1,1204.7,1170.3,1555.04
5/15/2002,168.12,559.67,1206.44,1172.34,1546.73
5/16/2002,167.837,558.31,1210.9,1176.09,1556.93
5/17/2002,167.513,557.93,1207.23,1172.02,1569.17
5/20/2002,167.111,557.92,1211.94,1176.15,1548.31
5/21/2002,164.983,557.79,1215.52,1179.07,1531.32
5/22/2002,165.426,558.09,1219.17,1182.42,1540.12
5/23/2002,165.516,558.12,1218.73,1179.83,1555.82
5/24/2002,164.462,558.71,1219.95,1180.58,1537.02
5/28/2002,163.915,559.31,1221.89,1181.1,1523.89
5/29/2002,165.926,559.49,1226.6,1184.74,1514.33
5/30/2002,162.393,559.18,1229.08,1187.64,1510.25
5/31/2002,164.612,559.3,1229.72,1186.54,1513.77
6/3/2002,164.455,559.47,1230.65,1187.52,1476.26
6/4/2002,165.475,559.57,1232.23,1189.37,1476.28
6/5/2002,164.264,559.41,1230.34,1187.12,1489.88
6/6/2002,163.909,559.21,1233.12,1189.61,1460.5
6/7/2002,163.091,557.86,1227.5,1186.85,1458.21
6/10/2002,161.239,555.66,1229.38,1188.79,1462.78
6/11/2002,160.711,555.95,1232.99,1192.47,1438.47
6/12/2002,161.174,555.36,1233.24,1194.84,1448.16
6/13/2002,163.937,551.58,1235.68,1197.39,1433.01
6/14/2002,164.873,550.17,1243.13,1204.3,1429.78
6/17/2002,165.185,550.73,1240.58,1201,1470.84
6/18/2002,164.056,550.62,1238.91,1201.81,1472.25
6/19/2002,163.934,550.79,1245.89,1208.95,1447.98
6/20/2002,164.297,550.8,1239.31,1203,1428.55
6/21/2002,163.917,550.49,1242.54,1207.37,1404.21
6/24/2002,166.846,547.48,1236.27,1203,1409.3
6/25/2002,166.893,546.24,1237.13,1203.16,1385.77
6/26/2002,166.522,527.52,1239.65,1210.68,1382.78
6/27/2002,166.785,522.9,1233.34,1203.66,1407.11
6/28/2002,167.805,518.06,1229.84,1203.29,1405.94
7/1/2002,168.988,517.97,1229.98,1204.32,1375.88
7/2/2002,168.299,517.67,1231.97,1209.4,1346.96
7/3/2002,167.965,516.02,1231.89,1209.49,1355.4
7/5/2002,,515.69,1225.29,1202.5,1405.2
7/8/2002,165.797,516.43,1230.22,1205.92,1388.44
7/9/2002,167.109,517.52,1235.69,1210.9,1354.23
7/10/2002,167.661,517.66,1241.78,1217.63,1308.3
7/11/2002,167.913,515.99,1239.43,1219.15,1318.18
7/12/2002,168.08,514.19,1241.16,1220.55,1309.68
7/15/2002,168.13,511.79,1237.01,1219.37,1304.76
7/16/2002,170.152,512.74,1230.91,1213.16,1280.78
7/17/2002,169.686,513.36,1235.66,1216.48,1287.98
7/18/2002,170.025,513.12,1238.13,1219.77,1253.21
7/19/2002,170.445,512.2,1238.91,1223.03,1205.16
7/22/2002,169.483,511.34,1241.44,1229.33,1165.48
7/23/2002,166.028,510.27,1240.98,1231.29,1133.99
7/24/2002,167.902,505.12,1235.81,1231.38,1199.01
7/25/2002,166.404,505.91,1236.21,1233.19,1192.28
7/26/2002,165.137,503.99,1230.42,1233.39,1212.41
7/29/2002,163.869,502.93,1220.94,1224.45,1278.1
7/30/2002,166.076,498.26,1222.02,1223.61,1283.62
7/31/2002,166.896,495.43,1225.37,1231.8,1296.34
8/1/2002,165.376,496.55,1231.64,1234.99,1258.22
8/2/2002,166.039,497.74,1237.54,1244.05,1229.19
8/5/2002,163.615,496.76,1232.75,1246.68,1187.07
8/6/2002,164.91,497.54,1226.25,1239.04,1222.59
8/7/2002,163.913,496.8,1231.83,1244.43,1247.28
8/8/2002,164.146,497.06,1227.38,1239.9,1288.12
8/9/2002,165.15,496.24,1234.54,1247.51,1292.94
8/12/2002,168.849,496.62,1234.67,1250.65,1286.09
8/13/2002,169.631,496.51,1240.44,1256.55,1258.36
8/14/2002,169.819,494.83,1243.53,1259.07,1309.04
8/15/2002,172.716,491.53,1237.51,1252.65,1324.32
8/16/2002,172.244,491.53,1230.55,1244.28,1322.36
8/19/2002,172.253,492.1,1234.6,1246.09,1353.63
8/20/2002,170.689,493.16,1247.22,1254.17,1334.7
8/21/2002,171.947,496.41,1247.44,1252.68,1351.82
8/22/2002,173.493,498.56,1245.23,1246.74,1370.85
8/23/2002,173.141,498.92,1249.86,1251.87,1339.79
8/26/2002,174.896,500.01,1251.25,1253.5,1349.88
8/27/2002,174.114,500.28,1248.19,1248.17,1331.2
8/28/2002,172.822,500.61,1252.28,1252.45,1307.28
8/29/2002,172.585,504.58,1255.11,1256.66,1307.28
8/30/2002,173.472,509.56,1257.87,1258.43,1304.86
9/3/2002,171.244,509.86,1265.84,1269.93,1250.68
9/4/2002,173.454,509.84,1267.16,1271.33,1273.03
9/5/2002,175.859,509.95,1269.66,1274.72,1252.77
9/6/2002,177.488,509.77,1261.41,1265.16,1273.88
9/9/2002,180.317,510.96,1260.09,1264.85,1286.79
9/10/2002,180.707,511.52,1265.4,1267.89,1296.23
9/11/2002,180.796,511.92,1261.33,1263.26,1296.25
9/12/2002,179.041,513.78,1268.83,1269.47,1264.42
9/13/2002,180.022,513.73,1274.49,1274.24,1268.57
9/16/2002,180.071,514.35,1276.64,1276.43,1270.45
9/17/2002,179.937,514.41,1277.81,1277.2,1245.39
9/18/2002,181.076,514.01,1276.73,1277.37,1239.7
9/19/2002,180.538,513.46,1280.33,1281.94,1202.46
9/20/2002,179.667,512.76,1278.45,1280.97,1205.42
9/23/2002,180.559,511.46,1280.08,1287.19,1188.76
9/24/2002,180.076,509.67,1277.83,1289.54,1168.22
9/25/2002,178.925,509.46,1272.92,1281.73,1197.56
9/26/2002,179.626,509.61,1274.06,1281.48,1219.6
9/27/2002,180.271,504.85,1278.38,1286.59,1180.28
9/30/2002,180.005,502.87,1281.86,1292.36,1163.04
10/1/2002,180.492,502.7,1276.37,1286.22,1209.59
10/2/2002,180.744,502.59,1278.17,1286.99,1181.32
10/3/2002,176.49,501.73,1277.66,1287.18,1168.57
10/4/2002,175.98,500.96,1275.5,1287.29,1142.36
10/7/2002,176.484,500.36,1273.07,1290.27,1120.52
10/8/2002,177.245,498.67,1264.72,1289.26,1139.9
10/9/2002,176.908,498.16,1264.78,1294.07,1108.91
