Date,BCOMTR Index,LF98TRUU Index,LUACTRUU Index,LUATTRUU Index,SPXT Index
6/8/2009,252.212,865.32,1667.86,1693.9,1529.59
6/9/2009,257.13,868.26,1674.25,1697.76,1535.03
6/10/2009,257.246,871.48,1674.13,1692.01,1529.76
6/11/2009,262.903,873.98,1685,1697.74,1539.5
6/12/2009,258.444,876.73,1695.19,1702.94,1541.7
6/15/2009,252.71,878.55,1705.02,1709.21,1505.06
6/16/2009,252.024,877.16,1709.01,1712.39,1485.92
6/17/2009,253.569,869.48,1708.18,1715.33,1483.9
6/18/2009,253.173,863.32,1690.77,1701.27,1496.59
6/19/2009,250.107,864.75,1699.23,1705.61,1501.25
6/22/2009,242.56,862.52,1709.42,1714.56,1455.54
6/23/2009,246.261,860.52,1713.04,1718.28,1458.92
6/24/2009,247.322,860.13,1707.34,1714.85,1468.48
6/25/2009,250.337,861.94,1718.3,1725.57,1499.98
6/26/2009,248.49,862.86,1720.92,1728.87,1498.08
6/29/2009,250.308,864.57,1722.03,1729.54,1511.7
6/30/2009,245.722,867.39,1723.99,1727.82,1498.94
7/1/2009,247.851,869.93,1723.77,1728.17,1505.64
7/2/2009,242.683,870.9,1731.1,1733.62,1461.8
7/6/2009,236.852,870.26,1730.81,1734.55,1465.58
7/7/2009,233.126,870.75,1735.04,1737.58,1436.74
7/8/2009,227.085,868.76,1750.85,1750.31,1435.2
7/9/2009,230.227,868.51,1738.91,1740.15,1440.3
7/10/2009,228.594,867.35,1750.57,1749.22,1434.5
7/13/2009,228.771,866.95,1747.81,1746.16,1470.43
7/14/2009,231.829,867.61,1739.68,1738.48,1478.24
7/15/2009,235.62,870.69,1731.74,1726.13,1522.09
7/16/2009,237.366,871.74,1737.11,1729.84,1535.3
7/17/2009,241.238,874.7,1735.46,1723.5,1534.71
7/20/2009,243.918,879.59,1750.14,1729.95,1552.26
7/21/2009,242.42,884.85,1765.11,1738.21,1557.91
7/22/2009,243.905,887.8,1759.54,1731.85,1557.37
7/23/2009,246.922,893,1747.54,1719.52,1593.65
7/24/2009,247.316,898.11,1754.73,1722.76,1598.5
7/27/2009,248.113,902.64,1752.64,1719.7,1603.26
7/28/2009,245.705,906.55,1758.64,1720.41,1599.09
7/29/2009,239.622,910.26,1763.58,1720.64,1592
7/30/2009,249.017,915.35,1774.92,1722.76,1611.14
7/31/2009,253.663,920.18,1798.42,1735.05,1612.31
8/3/2009,263.236,925.68,1788.94,1724.35,1637.06
8/4/2009,264.288,929,1787.25,1721.74,1642.03
8/5/2009,266.592,931.77,1781.93,1715.98,1637.81
8/6/2009,261.539,934.55,1787.99,1718.55,1628.82
8/7/2009,261.225,937.26,1779.54,1709.84,1650.73
8/10/2009,260.318,940.91,1791.42,1717.79,1645.26
8/11/2009,258.414,940.72,1798.42,1722.96,1624.91
8/12/2009,261.309,936.43,1794.03,1722.6,1644.23
8/13/2009,262.68,935.29,1805.7,1731.32,1655.66
8/14/2009,255.757,934.6,1810.01,1734.7,1641.54
8/17/2009,251.067,929.69,1811.04,1740.87,1602.06
8/18/2009,252.915,927.81,1804.29,1737.97,1618.6
8/19/2009,255.266,927.53,1807.34,1743.11,1629.92
8/20/2009,252.661,927.28,1811.94,1745.03,1647.85
8/21/2009,255.922,928.5,1802.45,1734.42,1678.84
8/24/2009,258.258,931.61,1814.06,1740.67,1677.94
8/25/2009,254.593,933.13,1821.09,1744.05,1681.92
8/26/2009,253.783,934.11,1822.86,1745.79,1682.29
8/27/2009,254.2,935.35,1821.02,1744.22,1687.16
8/28/2009,256.444,936.46,1824.83,1745.68,1684.05
8/31/2009,252.185,937.34,1831.4,1750.5,1670.52
9/1/2009,247.705,937.31,1831.93,1753.56,1633.63
9/2/2009,247.918,937.93,1840.24,1760.02,1628.66
9/3/2009,247.938,938.74,1837.26,1757.59,1642.68
9/4/2009,246.596,939.21,1827.55,1749.02,1664.34
9/8/2009,251.656,942.46,1829.03,1747.67,1679.32
9/9/2009,251.477,944.27,1829.72,1747.03,1692.48
9/10/2009,252.486,949.51,1847.1,1758.38,1710.14
9/11/2009,248.329,954.82,1850.65,1758.2,1708.18
9/14/2009,248.959,960.63,1847.33,1753.95,1719.04
9/15/2009,253.93,968.19,1845.39,1750.31,1724.45
9/16/2009,259.863,976.76,1847.4,1747.84,1750.91
9/17/2009,258.674,979.29,1857.56,1754.24,1745.8
9/18/2009,255.795,980.64,1850.15,1747.99,1750.43
9/21/2009,251.167,980.99,1849.96,1747.73,1744.47
9/22/2009,255.489,985.02,1853.47,1750.62,1755.99
9/23/2009,253.035,989.21,1857.13,1754.58,1738.32
9/24/2009,248.109,991.41,1859.41,1757.02,1722.02
9/25/2009,247.49,991.35,1863.64,1759.95,1711.53
9/28/2009,248.354,991.86,1866.56,1763.25,1742.32
9/29/2009,248.999,992.33,1864.3,1763.93,1738.48
9/30/2009,256.153,990.72,1863.91,1764.12,1732.86
10/1/2009,251.667,989.05,1871.81,1773.88,1688.24
10/2/2009,249.113,985.13,1864.48,1771.58,1680.7
10/5/2009,251.867,987.89,1867.15,1771.47,1705.73
10/6/2009,255.797,991.03,1865.37,1769.26,1729.14
10/7/2009,255.113,992.08,1877.64,1775.86,1734.74
10/8/2009,261.75,993.97,1869.03,1768.98,1747.7
10/9/2009,259.155,994.22,1855.65,1757.82,1757.6
10/12/2009,264.466,,,,1765.31
10/13/2009,263.62,996.02,1867.08,1765.59,1760.51
10/14/2009,264.976,999.07,1857.51,1756.86,1791.47
10/15/2009,267.464,1000.31,1853.52,1752.92,1798.91
10/16/2009,269.479,1002.17,1859.95,1757.06,1784.35
10/19/2009,273.991,1004.32,1864.45,1758.9,1801.12
10/20/2009,272.535,1007.39,1873.39,1764.29,1789.93
10/21/2009,278.68,1008.11,1866.5,1757.67,1774.33
10/22/2009,276.738,1009.66,1866.6,1757.32,1793.34
10/23/2009,275.496,1010.64,1864.11,1752.64,1771.5
10/26/2009,271.1275,1012.27,1858.82,1746.97,1750.75
10/27/2009,270.5897,1012.44,1869.63,1755.94,1744.95
10/28/2009,264.1942,1009.55,1874.22,1760.38,1711.09
10/29/2009,270.3897,1007.9,1863.8,1753.15,1749.76
10/30/2009,264.5539,1008.5,1877.01,1763.26,1700.67
11/2/2009,267.1513,1008.49,1874.24,1761.46,1711.65
11/3/2009,270.0518,1006.85,1866.57,1757.7,1715.81
11/4/2009,270.6062,1007.79,1859.71,1753,1718.21
11/5/2009,268.2746,1009.19,1864.1,1755.46,1751.45
11/6/2009,263.6685,1009.61,1870.11,1758.24,1756.07
11/9/2009,267.9197,1011.74,1872.94,1759.08,1795.56
11/10/2009,266.1736,1013.34,1873.68,1759.09,1795.9
11/11/2009,267.6609,,,,1804.93
11/12/2009,263.7738,1014.81,1878.07,1762.57,1786.66
11/13/2009,264.1856,1015.18,1880.81,1763.9,1796.93
11/16/2009,273.0312,1017.09,1892.55,1772.44,1823.29
11/17/2009,273.6999,1017.56,1893.51,1773.39,1825.18
11/18/2009,273.0939,1017.95,1888.85,1770.41,1824.61
11/19/2009,270.2869,1017.64,1889.93,1772.91,1800.12
11/20/2009,270.6661,1017.44,1888.57,1772.14,1794.65
11/23/2009,271.4059,1018.89,1889.04,1772.39,1819.17
11/24/2009,268.7796,1019.69,1892.94,1777.01,1818.31
11/25/2009,275.3637,1020.4,1893.1,1779.7,1826.74
11/27/2009,271.5112,1020.54,1903.99,1785.7,1795.7
11/30/2009,273.8594,1018.66,1903.86,1787.81,1802.68
12/1/2009,276.0296,1020.3,1897.26,1782.92,1824.54
12/2/2009,274.1552,1021.84,1895.73,1779.31,1825.4
12/3/2009,273.1226,1024.31,1892.63,1775.11,1810.13
12/4/2009,270.4421,1026.24,1885.12,1765.48,1820.11
12/7/2009,270.356,1028.88,1891.11,1769.89,1815.7
12/8/2009,268.3178,1029.9,1899.22,1774.82,1797.31
12/9/2009,264.0214,1031.66,1897.46,1772.78,1804.1
12/10/2009,265.6755,1033.09,1893.99,1767.82,1814.81
12/11/2009,267.1631,1034.42,1893.39,1763.78,1821.8
12/14/2009,269.7597,1037.32,1895.98,1762.84,1834.55
12/15/2009,270.2996,1039.56,1895.56,1758.27,1824.37
12/16/2009,274.3306,1041.95,1897.23,1759.38,1826.45
12/17/2009,271.0023,1043.78,1910.45,1769.27,1804.96
12/18/2009,271.854,1044.25,1905.7,1764.39,1815.5
12/21/2009,270.7502,1044.88,1893.96,1754.73,1834.59
12/22/2009,270.578,1046.41,1889.69,1750.42,1841.17
12/23/2009,275.4902,1047.55,1891.02,1749.29,1845.8
12/24/2009,276.9486,1047.69,1883.73,1743.94,1855.5
12/28/2009,280.9988,1048.94,1881.78,1741.24,1857.89
12/29/2009,280.1821,1050.28,1886.88,1743.51,1855.61
12/30/2009,279.8498,1051.06,1891.32,1746,1856.14
12/31/2009,279.2789,1052.08,1889,1741.11,1837.5
1/4/2010,285.5306,1056.27,1891.96,1742.6,1867.06
1/5/2010,285.1512,1061.52,1905.73,1749.88,1872.9
1/6/2010,291.0046,1066.33,1902.77,1746.49,1874.73
1/7/2010,286.6248,1071.99,1902.72,1745.02,1882.34
1/8/2010,285.7528,1073.48,1905.08,1747.09,1887.77
1/11/2010,284.9483,1075.2,1905.27,1746.99,1891.06
1/12/2010,279.255,1075.25,1914.62,1754.89,1873.32
1/13/2010,280.9076,1075.09,1906.19,1749.61,1889.1
1/14/2010,279.8287,1075.45,1913.94,1754.59,1893.72
1/15/2010,277.0788,1074.75,1917.32,1759.31,1873.3
1/19/2010,277.8788,1074.52,1912.77,1757.35,1896.72
1/20/2010,273.5416,1073.89,1917.92,1761.39,1876.9
1/21/2010,272.1348,1072.65,1923.83,1765.65,1841.39
1/22/2010,270.6792,1068.55,1919.8,1766.91,1800.61
1/25/2010,271.1089,1065.31,1914.97,1764.72,1808.93
1/26/2010,268.0933,1064.73,1912.5,1764.68,1801.34
1/27/2010,262.721,1064.82,1912.83,1763.53,1810.21
1/28/2010,260.9626,1065.13,1911.92,1763.82,1788.97
1/29/2010,258.9532,1065.39,1919.82,1768.63,1771.4
2/1/2010,262.1843,1064.4,1912.67,1765.12,1796.67
2/2/2010,266.8833,1065.52,1915.86,1766.69,1819.99
2/3/2010,263.2247,1066.96,1911.02,1761.54,1810.64
2/4/2010,257.5321,1065.07,1917.84,1769.81,1754.3
2/5/2010,253.9559,1058.49,1919.01,1775.86,1759.38
2/8/2010,256.8121,1055.9,1912.72,1772.53,1744.37
2/9/2010,259.5169,1053.32,1905.94,1768.83,1767.18
2/10/2010,260.6496,1048.5,1900.07,1763.62,1763.69
2/11/2010,264.2464,1046.15,1896.79,1762.03,1781.01
2/12/2010,262.8709,1045.04,1902.04,1765.15,1776.5
2/16/2010,269.5622,1047.22,1903.99,1767.98,1808.72
2/17/2010,268.7545,1053.76,1897.46,1761.08,1816.7
2/18/2010,269.2994,1058.05,1895.3,1756.86,1828.81
2/19/2010,270.5808,1062.17,1901.24,1757.57,1833.09
2/22/2010,269.6467,1065.78,1903.33,1757.53,1831.21
2/23/2010,265.4028,1065.05,1915.04,1765.99,1809.05
2/24/2010,267.5967,1065.35,1914.23,1765.81,1826.99
2/25/2010,264.1598,1064.82,1919.48,1770.92,1823.64
2/26/2010,268.5674,1067.25,1926.64,1775.62,1826.27
3/1/2010,266.8278,1069.75,1926.06,1774.59,1844.87
3/2/2010,269.6811,1073.69,1927.71,1774.55,1849.17
3/3/2010,272.6295,1075.25,1926.87,1774.04,1850.24
3/4/2010,268.7988,1076.83,1929.7,1774.73,1857.2
3/5/2010,270.2736,1079.69,1923.09,1768.5,1883.28
3/8/2010,269.9635,1084.03,1924.32,1767.1,1883.29
3/9/2010,268.7757,1086.28,1925.4,1768.05,1886.6
3/10/2010,268.1335,1088.85,1924.89,1766.08,1895.38
3/11/2010,266.281,1088.69,1925.76,1765.64,1903.68
3/12/2010,265.7961,1090.15,1928.15,1766.3,1903.29
3/15/2010,263.6191,1090.28,1930.58,1767.17,1904.19
3/16/2010,266.7171,1090.94,1936.98,1771.86,1919.02
3/17/2010,269.3307,1092.94,1940.54,1772,1930.22
3/18/2010,268.0377,1095.2,1938.94,1769.3,1929.63
3/19/2010,265.6796,1095.68,1937.99,1767.72,1919.8
3/22/2010,265.0625,1095.27,1939.65,1770.41,1929.64
3/23/2010,264.5038,1096.24,1938.82,1769.64,1943.7
3/24/2010,262.093,1096.64,1923.78,1757.54,1933.04
3/25/2010,260.5097,1097.62,1918.71,1752.95,1929.75
3/26/2010,260.3101,1099.37,1924.49,1756.61,1931.18
3/29/2010,265.0703,1100.82,1925.74,1757.1,1942.51
3/30/2010,266.2781,1101.41,1927.05,1756.89,1942.81
3/31/2010,265.2308,1100.71,1932.4,1760.58,1936.48
4/1/2010,268.652,1101.44,1930.65,1758.72,1950.91
4/2/2010,,1101.48,1921.85,1751.5,
4/5/2010,271.8296,1103.44,1918.79,1747.23,1966.44
4/6/2010,271.1512,1104.81,1921.22,1749,1969.76
4/7/2010,271.1261,1106.86,1934.13,1757.95,1959.04
4/8/2010,268.8436,1106.65,1931.21,1756.28,1965.72
4/9/2010,270.421,1108.14,1933.19,1756.88,1978.86
4/12/2010,270.2652,1111.09,1940.32,1761.11,1982.4
4/13/2010,271.615,1112.98,1945.22,1763.79,1983.91
4/14/2010,274.1051,1115.43,1941.43,1760.45,2006.06
4/15/2010,274.4872,1118.87,1946.15,1761.83,2007.74
4/16/2010,271.2292,1120.57,1955.21,1768.55,1975.36
4/19/2010,267.4384,1118.94,1947.95,1765.58,1984.32
4/20/2010,269.9477,1120.62,1950.64,1765.72,2000.33
4/21/2010,270.9606,1122.53,1959.1,1770.39,1998.31
4/22/2010,271.734,1122.9,1955.03,1767.49,2002.93
4/23/2010,273.0876,1123.51,1950.39,1763.62,2017.19
4/26/2010,272.5069,1126.11,1950.33,1764.56,2008.55
4/27/2010,267.6942,1126.76,1961.39,1775.52,1961.6
4/28/2010,268.7669,1124.95,1949.68,1768.93,1974.63
4/29/2010,267.979,1126.17,1959.05,1773.52,2000.34
4/30/2010,270.3876,1126.51,1967.57,1779.03,1967.05
5/3/2010,271.0948,1126.88,1961.65,1775.67,1992.87
5/4/2010,265.1333,1125.67,1971.29,1783.64,1945.37
5/5/2010,261.3151,1119.55,1972.62,1789.23,1933.25
5/6/2010,257.5636,1109.47,1983.54,1804.54,1870.95
5/7/2010,258.2659,1097.64,1962.59,1798.8,1842.32
5/10/2010,261.429,1105.02,1957.17,1790.94,1923.39
5/11/2010,261.5696,1101.92,1951.66,1791.02,1917.25
5/12/2010,263.5519,1107.97,1951.98,1788.47,1944.25
5/13/2010,262.9055,1110.29,1955.67,1789.45,1920.76
5/14/2010,256.6321,1105.31,1970.13,1800.28,1884.67
5/17/2010,251.135,1103.57,1966.62,1798.17,1887.11
5/18/2010,252.4758,1103.26,1976.14,1805.99,1860.65
5/19/2010,249.0553,1096.7,1970.3,1806.04,1851.28
5/20/2010,246.9291,1085.3,1976.59,1813.91,1779.3
5/21/2010,247.6117,1082.24,1979.91,1817.66,1806.05
5/24/2010,249.1373,1084.25,1971.83,1815.4,1782.77
5/25/2010,245.7072,1074.2,1971.46,1819.66,1783.4
5/26/2010,249.6095,1080.03,1965.66,1813.53,1773.65
5/27/2010,254.2578,1082.88,1954.03,1804.24,1832.61
5/28/2010,251.6688,1086.03,1956.73,1809.46,1809.98
5/31/2010,,1086.03,1956.73,1809.46,
6/1/2010,248.8625,1084.56,1957.18,1810.21,1778.99
6/2/2010,248.8441,1083.24,1950.22,1807.11,1825.25
6/3/2010,250.2326,1087.15,1947.84,1804.33,1832.72
6/4/2010,244.9742,1085.63,1968.8,1820.16,1769.72
6/7/2010,245.5346,1084.91,1967.73,1820.57,1745.87
6/8/2010,246.5863,1081.33,1966.69,1822.21,1765.29
6/9/2010,248.2192,1080.83,1962.43,1820.72,1754.91
6/10/2010,249.3115,1079.27,1946.15,1810.05,1806.69
6/11/2010,251.0801,1079.81,1959.66,1819.29,1815.26
6/14/2010,255.2966,1082.43,1955.75,1814.68,1812.02
6/15/2010,258.5633,1086.11,1952.61,1812.43,1854.61
6/16/2010,258.5427,1090.94,1955.72,1814.87,1853.62
6/17/2010,258.626,1097.26,1968.85,1822.11,1856.25
6/18/2010,257.8917,1099.91,1967.81,1819.36,1858.7
6/21/2010,257.7787,1106.46,1971.68,1818.4,1851.55
6/22/2010,256.617,1106.03,1979.35,1824.67,1822.05
6/23/2010,254.1316,1105.31,1983.5,1829.3,1816.65
6/24/2010,255.1942,1102.36,1980.63,1828.39,1786.13
6/25/2010,258.4955,1102.6,1981.76,1830.12,1791.24
6/28/2010,256.1982,1104.6,1992,1836.9,1787.94
6/29/2010,249.419,1100.45,1996.84,1841.92,1732.55
6/30/2010,252.4697,1099.55,1998.43,1843.06,1715.23
7/1/2010,250.3791,1098.77,2001.87,1844.68,1709.77
7/2/2010,248.9381,1099.29,1995.75,1840.52,1701.86
7/6/2010,248.9232,1102.41,2003.68,1845.68,1710.97
7/7/2010,252.7035,1103.24,1998.68,1842.2,1765.42
7/8/2010,253.6931,1107.32,1996.71,1839.31,1782.1
7/9/2010,254.8847,1110.51,1995.26,1836.17,1794.94
7/12/2010,252.5221,1113.18,1998.91,1837.23,1796.3
7/13/2010,255.2496,1117.41,1995.28,1831.92,1824.07
7/14/2010,255.5402,1119.91,2005.84,1838.65,1823.82
7/15/2010,258.8574,1120.9,2014.14,1844.95,1826
7/16/2010,256.1259,1122.09,2018.75,1848.26,1773.43
7/19/2010,255.091,1122.88,2015.47,1846.62,1784.06
7/20/2010,256.0511,1123.48,2018.72,1849.29,1804.48
7/21/2010,256.9028,1127.02,2026.78,1853.45,1781.6
7/22/2010,261.6234,1129.1,2024.03,1850.24,1821.76
7/23/2010,260.834,1131.02,2019.31,1844.73,1836.75
7/26/2010,260.5763,1134.1,2021.95,1844.93,1857.34
7/27/2010,258.6108,1136.92,2020.64,1840.01,1855.39
7/28/2010,260.9002,1138.39,2026.37,1844.74,1842.66
7/29/2010,264.6916,1138.65,2026.46,1846.35,1835.29
7/30/2010,269.5726,1138.65,2037.58,1855.63,1835.4
8/2/2010,272.2834,1140.34,2031.62,1850.41,1875.85
8/3/2010,271.7357,1142.34,2039.08,1855.89,1866.87
8/4/2010,275.1177,1143.56,2035,1851.98,1878.81
8/5/2010,274.8089,1144.17,2039.34,1854.89,1876.51
8/6/2010,271.7229,1144.43,2048.01,1861.55,1869.77
8/9/2010,271.0661,1146.08,2047.88,1860.87,1880.06
8/10/2010,268.3572,1145.15,2048.95,1863.4,1868.88
8/11/2010,265.6796,1140.81,2057.09,1871.34,1817.13
8/12/2010,266.65,1136.82,2053.2,1868.99,1807.61
8/13/2010,266.6011,1136.14,2057.35,1872.21,1800.39
8/16/2010,265.1556,1137.65,2073.27,1882.64,1800.7
8/17/2010,267.0855,1138.89,2067.23,1877.44,1823.18
8/18/2010,266.9283,1140.39,2071,1878.28,1826.14
8/19/2010,265.3242,1140.87,2079.77,1883.7,1795.24
8/20/2010,263.851,1139.48,2074.62,1880.52,1788.67
8/23/2010,263.0545,1140.46,2076.01,1881.78,1781.47
8/24/2010,259.7449,1139.46,2085.36,1890.68,1755.65
8/25/2010,258.6131,1137.78,2078.9,1886.85,1761.62
8/26/2010,261.3811,1138.54,2083.84,1890.35,1748.14
8/27/2010,264.2557,1138.52,2063.34,1877.28,1777.6
8/30/2010,265.418,1139.97,2074.08,1887.33,1751.79
8/31/2010,262.7116,1139.06,2077.99,1892.89,1752.55
9/1/2010,266.0197,1141.47,2066.34,1883.42,1804.46
9/2/2010,268.2218,1143.6,2063.53,1879.87,1820.98
9/3/2010,271.0998,1145.09,2058.5,1873.79,1845.1
9/7/2010,271.9489,1147.45,2074.11,1883.25,1824.05
9/8/2010,271.9833,1149.1,2069.53,1878.68,1836.21
9/9/2010,271.2379,1150.86,2057.61,1868.44,1845.09
9/10/2010,272.3712,1153.51,2055.38,1865.85,1854.1
9/13/2010,274.8486,1157.67,2065.52,1871.34,1875.41
9/14/2010,277.0767,1159.8,2075.32,1877.92,1874.07
9/15/2010,276.3786,1160.89,2064.66,1873.7,1880.74
9/16/2010,276.0551,1163.06,2059.9,1870.76,1880.37
9/17/2010,277.9963,1164.33,2062.38,1872.33,1881.93
9/20/2010,277.571,1166.7,2068.01,1875.72,1910.6
9/21/2010,275.6693,1167.92,2080.67,1885.36,1905.74
9/22/2010,277.2298,1167.25,2084.27,1887.9,1896.77
9/23/2010,278.28,1165.99,2083.04,1887.99,1880.97
9/24/2010,281.6423,1166.83,2076.55,1883.25,1920.84
9/27/2010,280.8174,1169.05,2089.93,1891.65,1909.98
9/28/2010,280.5502,1170.39,2096.31,1896.89,1919.59
9/29/2010,281.5821,1171.53,2091.38,1893.14,1914.84
9/30/2010,281.7853,1173.38,2092.52,1893.29,1908.95
10/1/2010,279.4598,1176.08,2091.47,1892.32,1917.42
10/4/2010,278.1343,1178.36,2096.71,1896.01,1902.15
10/5/2010,283.1665,1181.36,2098.41,1896.53,1941.82
10/6/2010,284.0801,1185.08,2110.48,1902.27,1941.5
10/7/2010,280.987,1187.24,2110.18,1901.97,1938.31
10/8/2010,290.0305,1188.31,2109.96,1902.57,1950.18
10/11/2010,291.4633,,,,1950.47
10/12/2010,293.3274,1190.55,2105.45,1899.3,1957.92
10/13/2010,294.9365,1193.84,2105.02,1898.76,1972.08
10/14/2010,295.1155,1193.09,2095.33,1893.1,1964.9
10/15/2010,292.6089,1192.97,2082.98,1887.67,1968.87
10/18/2010,293.6902,1194.01,2093.18,1895.01,1983.17
10/19/2010,288.177,1193.9,2096.89,1896.85,1951.67
10/20/2010,293.8742,1193.52,2097.69,1897.71,1972.51
10/21/2010,290.1926,1194.92,2093.25,1893.5,1976.12
10/22/2010,290.9308,1196.25,2092.89,1892.23,1980.83
10/25/2010,293.8003,1198.87,2098.48,1893.03,1985.11
10/26/2010,295.4366,1200.67,2089.32,1885.32,1985.13
10/27/2010,293.3106,1201.28,2082.85,1880.09,1980.05
10/28/2010,295.0084,1202.82,2088.11,1884.72,1982.45
10/29/2010,295.826,1203.68,2094.99,1890.3,1981.59
11/1/2010,295.8485,1204.16,2094.29,1889.98,1983.47
11/2/2010,298.1076,1205.3,2101.8,1893.87,1998.86
11/3/2010,297.631,1206.45,2095.19,1890.59,2006.58
11/4/2010,305.6532,1211.63,2110.87,1899.35,2045.62
11/5/2010,307.7735,1214.28,2104.87,1893.58,2053.77
11/8/2010,308.953,1215.98,2103.56,1891.7,2049.69
11/9/2010,313.1242,1216.56,2090.64,1881.66,2033.85
11/10/2010,309.7329,1213.23,2092.13,1884.95,2043.16
11/11/2010,308.8307,,,,2034.48
11/12/2010,296.901,1209.1,2081.03,1875.92,2010.57
11/15/2010,299.0496,1206.6,2063.03,1864.31,2008.25
11/16/2010,287.5632,1199.63,2071.93,1870.23,1976.26
11/17/2010,287.5108,1198.81,2070.05,1869.21,1977
11/18/2010,294.4178,1201.44,2069.65,1866.62,2007.38
11/19/2010,291.4939,1200.14,2072.25,1867.6,2012.59
11/22/2010,291.29,1199.59,2079.55,1873.85,2009.52
11/23/2010,291.5624,1195.15,2082.14,1877.74,1980.89
11/24/2010,295.501,1193.56,2063.83,1864.95,2010.56
11/26/2010,293.9949,1194.22,2071.1,1869.83,1996.03
11/29/2010,294.7485,1192.52,2075.3,1873.84,1993.83
11/30/2010,294.7787,1189.62,2077.99,1877.09,1981.84
12/1/2010,302.8019,1192.23,2059.42,1863.05,2024.97
12/2/2010,305.0126,1195.29,2058.18,1859.53,2050.96
12/3/2010,309.0058,1197.02,2058.34,1860.3,2056.4
12/6/2010,309.8163,1199.18,2068.84,1867.99,2053.8
12/7/2010,308.532,1201.46,2047.21,1848.62,2054.89
12/8/2010,309.8125,1200.33,2042.23,1841.97,2063.03
12/9/2010,309.1164,1200.56,2046.22,1842.09,2071.12
12/10/2010,308.2321,1200.74,2041.05,1837.86,2083.57
12/13/2010,313.4031,1201.82,2045.84,1841.66,2084
12/14/2010,312.3462,1201.57,2027.52,1828.19,2085.93
12/15/2010,310.6345,1200.38,2022.03,1824.06,2075.29
12/16/2010,308.423,1200.4,2026.69,1827.35,2088.19
12/17/2010,311.7888,1201.02,2045.73,1839.53,2089.95
12/20/2010,315.3713,1202.1,2042.77,1838.17,2095.32
12/21/2010,317.1501,1203.57,2045.55,1839.36,2108.26
12/22/2010,318.8147,1204.71,2043.9,1836.93,2115.69
12/23/2010,319.2382,1205.23,2039.72,1832.74,2112.37
12/27/2010,319.5846,1206.65,2045.8,1836.33,2113.67
12/28/2010,322.6485,1207.55,2030.93,1826.33,2115.32
12/29/2010,322.7902,1208.95,2049.94,1839.55,2117.83
12/30/2010,320.8548,1210.18,2048.02,1837.08,2114.7
12/31/2010,326.2875,1211.19,2058.93,1843.32,2114.29
1/3/2011,326.3951,1215.67,2057.38,1840.9,2138.3
1/4/2011,321.5105,1218.41,2058.52,1839.69,2135.53
1/5/2011,322.9517,1219.25,2043.25,1827.84,2146.5
1/6/2011,319.2964,1221.49,2049.94,1832.86,2142.76
1/7/2011,317.1871,1222.23,2059.41,1841.14,2138.81
1/10/2011,318.8961,1222.17,2060.56,1843.49,2135.86
1/11/2011,322.2441,1223.24,2059.23,1841.29,2143.82
1/12/2011,326.7366,1225.22,2058.28,1840.21,2163.36
1/13/2011,325.2716,1227.06,2065.02,1844.7,2159.66
1/14/2011,324.8577,1227.46,2061.38,1842.04,2175.68
1/18/2011,325.6754,1229.37,2060.06,1840.12,2178.72
1/19/2011,325.1815,1230.12,2064.19,1842.89,2156.97
1/20/2011,323.4515,1229.59,2050.59,1833.04,2154.18
1/21/2011,325.3498,1230.42,2056.67,1836.53,2159.43
1/24/2011,323.2712,1232.5,2059.36,1837.88,2172.03
1/25/2011,317.7322,1234.29,2069.71,1845.34,2172.67
1/26/2011,322.4872,1235.51,2056.95,1837.18,2181.92
1/27/2011,320.4329,1236.95,2062.93,1841.78,2186.93
1/28/2011,324.1105,1237.77,2068.58,1846.19,2147.95
1/31/2011,329.5602,1237.91,2063.03,1842.86,2164.4
2/1/2011,330.7345,1239.52,2058.09,1837.83,2200.54
2/2/2011,332.2514,1241.16,2054.29,1832.98,2194.94
2/3/2011,330.0768,1242.42,2050.51,1828.91,2200.42
2/4/2011,329.52,1244.24,2040.72,1819.91,2206.8
2/7/2011,327.0815,1246.84,2045.85,1821.01,2220.6
2/8/2011,327.3139,1248.28,2039.07,1813.75,2230.59
2/9/2011,329.1803,1248.56,2048.85,1820.2,2224.64
2/10/2011,328.0928,1247.46,2040.15,1814.21,2226.51
2/11/2011,326.4776,1247.78,2046.24,1818.21,2239.08
2/14/2011,327.5206,1249.11,2051.18,1820.69,2244.89
2/15/2011,324.8456,1249.41,2053.48,1821.23,2237.9
2/16/2011,324.9984,1250.47,2053,1820.44,2252.3
2/17/2011,327.665,1252.44,2058.51,1824.86,2259.42
2/18/2011,327.534,1253.77,2056.85,1824.07,2263.79
2/22/2011,325.3075,1254.33,2070,1835.11,2217.35
2/23/2011,328.5255,1252.87,2066.97,1833.54,2203.89
2/24/2011,326.2809,1251.57,2069.72,1837.33,2202.23
2/25/2011,332.2848,1252.52,2073.4,1838.81,2226.05
2/28/2011,333.9035,1254.13,2079.38,1841.49,2238.55
3/1/2011,335.5938,1256,2080.94,1842.42,2203.32
3/2/2011,337.3927,1255.89,2073.75,1837.71,2207.24
3/3/2011,338.1508,1256.41,2062.21,1827.72,2245.33
3/4/2011,340.2105,1256.73,2071.39,1835.58,2228.78
3/7/2011,338.5558,1257.07,2070.75,1835.32,2210.26
3/8/2011,336.4578,1256.86,2065.74,1831.51,2230.4
3/9/2011,335.0659,1257.08,2074.28,1837.41,2227.7
3/10/2011,330.4017,1254.87,2082.54,1844.41,2185.65
